No.;ClientName;TransactionType;Category1;Description;Price;ContractType;Surface;Area;Address;FormatedLivingArea;Rooms;Baths;Ages;PriceM2;FloorId;AdministrationPrice;Neighborhood;Stratum;Garages;Extras;Latitude;Longitude;Ascesor;Dep¢sito;ModifyDate;Link
287;Inmove SAS;Venta;Apartamento;Vendo apto en Pasadena Cra 50 con 104 $670 millones Adm¢n $398.000 µrea: 113mts2. Alcoba principal con ba§o privado y vestier. 2 alcobas auxiliares 2 ba§os Estudio Sala y comedor Cocina abierta 3 balcones 2 parqueaderos en l°nea 1 deposito  Interior Piso 5 7 a§os  El edificio cuenta con una terraza,  bbq y sal¢n social..;670000000;Professional;113;113;cra 50   104-23;;3;2;1 a 8 a§os;5929203.54;5;398000;Pasadena;5;2;Interiores$Alarma, Balc¢n, Barra estilo americano, Calentador, Cit¢fono, Cocina tipo Americano, Dep¢sito / Bodega, Estudio, Instalaci¢n de gas, Zona de lavander°a|Exteriores$Ascensor, Circuito cerrado de TV, Garaje(s), Parqueadero Visitantes, Porter°a / Recepci¢n, Sal¢n Comunal, Terraza, Vigilancia, Vivienda Multifamiliar|del Sector$Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. P£blico cercano, Zona Residencial;4.693501472;-74.06100464;1;VERDADERO;8/7/2020 1:17:23 AM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-5623437.aspx
288;SILVIA LORENA GOMEZ;Venta;Apartamento;Apartamento ubicado en el norte de Bogot†, barrio Pasadena, excelente ubicaci¢n comercial y residencia. Vista a la calle. µrea:  60 mts2, estrato 5, 8 a§os de construido. Edificio con ascensor. Consta de sala comedor, 2 habitaciones con su ba§os dotados, cocina abierta, piso laminado,  zona de lavander°a, puerta de seguridad. Administraci¢n  450.000.;366000000;Particular;60;60;CRA 51 CL 106;;2;2;1 a 8 a§os;6100000;3;450000;Pasadena;3;1;;0;0;0;FALSO;1/21/2021 3:43:16 AM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-5602742.aspx
289;YB Inmobiliaria;Venta;Apartamento;ACOGEDOR APTO DUPLEX de 134 m˝,  6 Piso con ASCENSOR,  iluminaci¢n NATURAL. Excelente UBICACION,  Rodeado de Zonas Verdes,  Linda VISTA. Consta de: 1er.NIVEL: Hall de ingreso,  Sala con Chimenea + Comedor + Estudio,  Hall de Alcobas + (2) habitac con closet + (1) ba§o + CBS + Cocina Integral con zona de ropas + estufa a Gas,  calentador de paso.2o.NIVEL:(2) Habs Amplias con closet,  (1) ba§o con Tina + CALIDO Altillo de Tv. lectura y/o descanso. (1) Parqued Indep + (1) dep¢sito + Salon social.;499000000;Professional;134;134;Cll 106  51-29;134,00 m2;4;3;16 a 30 a§os;3723880.6;6;438000;Pasadena;6;1;Interiores$Calentador, Chimenea, Cit¢fono, Cocina Integral, Estudio, Hall de Alcobas, Instalaci¢n de gas, Zona de lavander°a|Exteriores$Ascensor, En conjunto cerrado, Garaje(s), Jard°n, Porter°a / Recepci¢n, Vigilancia, Zonas Verdes|del Sector$Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. P£blico cercano, Zona Comercial, Zona Residencial|#Apartamento#$Duplex;0;0;1;FALSO;11/26/2020 11:42:58 PM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-3098063.aspx
290;Espacio Soluciones Inmobiliarias SAS;Venta;Apartamento;ESPACIO - SOLUCIONES INMOBILIARIAS ofrecen en VENTA hermoso APARTAMENTO,  ubicado en el sector de PASADENA.  El apartamento cuenta con un †rea de 58m2,  se encuentra ubicado en el tercer piso del edificio y cuenta con una amplia zona social de sala comedor con balc¢n,  cocina abierta tipo americano con zona de ropas,  ba§o social y una habitaci¢n con walk-in closet y ba§o privado.  El aparatmento cuenta con un parqueadero cubierto y un dep¢sito.  El conjunto residencial cuenta con sal¢n social,  sal¢n de juegos,  parqueaderos de visitantes,  circuito cerrado de televisi¢n,  recepci¢n,  ascensor y terraza con BBQ.  Comun°cate con nosotros para m†s informaci¢n.  JA (283) .;365000000;Professional;58;58;Carrera 51 # 102a-63 Apto 303;58,00 m2;1;2;1 a 8 a§os;6293103.45;3;438000;Pasadena;3;1;Interiores$Balc¢n, Ba§o Auxiliar, Ba§o Independiente, Barra estilo americano, Calentador, Cit¢fono, Cocina tipo Americano, Dep¢sito / Bodega, Instalaci¢n de gas, Zona de lavander°a|Exteriores$Ascensor, Circuito cerrado de TV, Cochera, En conjunto cerrado, Garaje / Parqueadero(s), Garaje(s), Gimnasio, Parqueadero Visitantes, Planta ElÇctrica, Porter°a / Recepci¢n, Sala de internet, Sal¢n Comunal, Terraza, Vigilancia, Zonas Verdes|del Sector$Parques cercanos, Trans. P£blico cercano, Zona Comercial, Zona Residencial;4.690839767;-74.06221008;1;VERDADERO;2/2/2021 8:09:52 PM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-5610237.aspx
291;Adelaida Pava Jimenez;Venta;Apartamento;APARTAMENTO CON UNA EXCELENTE UBICACION,  EXTERIOR MUY ILUMINADO Y CONFORTABLE.  CUENTA CON VIAS DE ACCESO CON ENTRADA Y SALIDA A LA CALLE 100,  116, 127,  AVENIDA SUBA,  CARRERA 50 QUE CONECTA LA CALLE 100 CON 116,  AUTOPISTA NORTE,  CENTRO COMERCIAL ISERRA 100,  PUENTE LARGO,  SUPERMERCADOS,  RESTAURANTES,  BANCOS,  COLEGIOS,  IGLESIA,  PARQUES MUY CERCA. INMUEBLE EN PERFECTO ESTADO,  LISTO PARA HABITAR. CUENTA CON 3 HABITACIONES AMPLIAS PRINCIPAL CON BA•O Y TERRAZA,  DOS COMPARTEN BA•O,  DOS ESTUDIOS..;699000000;Professional;208;208;calle 105 48 00;208,00 m2;4;4;16 a 30 a§os;3360576.92;5;980000;Pasadena;5;2;Interiores$Balc¢n, Ba§o Auxiliar, Ba§o de Servicio, Calentador, Cit¢fono, Cocina Integral, Cocina tipo Americano, Comedor auxiliar, Cuarto de Servicio, Dep¢sito / Bodega, Estudio, Hall de Alcobas, Instalaci¢n de gas, Zona de lavander°a|Exteriores$Ascensor, Circuito cerrado de TV, Garaje(s), Jard°n, Parqueadero Visitantes, Porter°a / Recepci¢n, Vigilancia, Vista panor†mica, Zonas Verdes|del Sector$Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. P£blico cercano, Zona Residencial|#Apartamento#$Duplex;0;0;1;VERDADERO;11/24/2020 9:54:33 PM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-5357015.aspx
292;Inmobiliaria Bogot† S.A.S;Venta;Apartamento;"Espectacular apartamento con acabados AAA,  cuarto  piso exterior,  cuenta con amplios espacios y con gran iluminaci¢n natural,  cocina integral tipo americana abierta al comedor,  tiene una gran sala con chimenea y paso al balc¢n donde podr† apreciar los atardeceres de la ciudad. Posee una excelente distribuci¢n con tres alcobas con vestier y ba§os privados,  estudio o estar de alcobas con biblioteca,  ba§o social,  zona de lavander°a totalmente independiente,  dos garajes cubiertos con opci¢n de duplicador y dep¢sito; el edificio cuenta con ascensor,  vigilancia las 24 horas,  CCTV y sal¢n social,  est† ubicado a pocas cuadras de la Av. Suba,  calle 100 y autopista norte,  SITP,  transmilenio,  zonas verdes y comercio. Informaci¢n y citas con SANDRA MUNAR al o al correo electr¢nico: .";850000000;Professional;139;139;Carrera 51 # 102A - 63 Apto 401;139,00 m2;3;4;1 a 8 a§os;6115107.91;0;995000;Pasadena;0;2;Interiores$Calentador, Chimenea, Cocina Integral, Cocina tipo Americano, Dep¢sito / Bodega, Estudio, Hall de Alcobas, Instalaci¢n de gas, Zona de lavander°a|Exteriores$Ascensor, Circuito cerrado de TV, Parqueadero Visitantes, Planta ElÇctrica, Porter°a / Vigilancia, Sal¢n Comunal|del Sector$C¢modas vias de acceso, Trans. P£blico cercano;4.690999985;-74.06199646;1;VERDADERO;6/17/2020 8:41:37 PM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-5446824.aspx
293;A12 Inversiones Inmobiliarias;Venta;Apartamento;Venta de hermoso apartamento en pasadena 113mts, zona social con balc¢n,  estudio,  ba§o social,  2 habitaciones cada una con ba§o y vestier con closet,  la habitaci¢n principal cuenta con balcon,   cocina abierta,  zona de lavanderia,  3 garajes y deposito.El edificio cuenta con amplia terraza comunal con linda vista al occidente y cerros orientales,  moderno lobby,  planta de suplencia parcial que cubre †reas comunes del edificio. .;824000000;Professional;113;113;carrea 49 b#105a-30;113,00 m2;2;3;1 a 8 a§os;7292035.4;4;450000;Pasadena;4;3;Interiores$Balc¢n, Ba§o Auxiliar, Ba§o Independiente, Calentador, Cit¢fono, Closet, Cocina Integral, Cuarto de conductores, Dep¢sito / Bodega, Instalaci¢n de gas, Zona de lavander°a|Exteriores$Acceso Pavimentado, Ascensor, Circuito cerrado de TV, Cochera, Garaje / Parqueadero(s), Garaje(s), Parqueadero Visitantes, Planta ElÇctrica, Porter°a / Recepci¢n, Vigilancia, Vista panor†mica|del Sector$Parques cercanos, Supermercados / C.Comerciales, Trans. P£blico cercano, Zona Residencial;4.69301939;-74.0587616;1;VERDADERO;10/29/2020 7:56:08 PM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-5375678.aspx
294;Inmobiliaria Bogot† S.A.S;Venta;Apartamento;Estupendo apartamento en Pasadena,  con una ubicaci¢n ideal para disfrutar con la familia,  cerca a colegios,  jardines infantiles,  al centro comercial Puente Largo y Bulevar Niza.  Dentro del Edificio  encontrar†  terraza BBQ y zona de juegos.  El apartamento  es d£plex,  cuenta con amplios espacios y con gran iluminaci¢n natural,  cocina integral a gas,  tiene una gran sala Comedor con chimenea y balc¢n donde podr† apreciar los atardeceres de la ciudad. Posee una excelente distribuci¢n con dos alcobas y estudio y la principal con ba§o privado,  adicional †rea de servicio.  Cualquier informaci¢n adicional cont†ctese con ALICIA BONILLA al n£mero o al correo electr¢nico:   El equipo de Inmobiliaria Bogot† est† comprometido a brindar una experiencia de vida excepcional para nuestros clientes desde el momento en que se unen a nuestra comunidad..;405000000;Professional;92;92;Carrera 53 # 106 - 79 Apto 601;92,00 m2;2;2;16 a 30 a§os;4402173.91;6;354000;Pasadena;6;1;Interiores$Balc¢n, Chimenea, Closet, Cocina Integral, Dep¢sito / Bodega, Estudio, Hall de Alcobas, Zona de BBQ, Zona de lavander°a|Exteriores$Ascensor, Circuito cerrado de TV, Garaje Cubierto, Porter°a / Vigilancia, Sal¢n Comunal, Vigilancia privada 24*7, Zona Infantil|del Sector$C¢modas vias de acceso, Trans. P£blico cercano, Zona Residencial|#Apartamento#$Duplex;4.695000172;-74.06300354;1;VERDADERO;6/16/2020 2:27:44 PM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-4930245.aspx
295;Grupo Inmobiliario Kapital;Venta;Apartamento;ACOGEDOR APARTAMENTO ubicado en piso tercero sin ascensor,  dos alcobas con closet,  dos ba§os,  sala comedor,  cocina integral,  zona de lavander°a,  parqueadero y deposito pertenecen al edificio pero son asignados al apartamento. Excelente ubicaci¢n  cerca a cl°nicas,  centros comerciales,  auto.norte,  calle 100 , av. suba, etc!.;260000000;Professional;55;55;Cra 51  103 b 57;55,00 m2;2;2;16 a 30 a§os;4727272.73;3;276000;Pasadena;3;1;Interiores$Calentador, Cit¢fono, Cocina Integral, Dep¢sito / Bodega, Instalaci¢n de gas, Piso en Baldosa /  M†rmol, Zona de lavander°a|Exteriores$Circuito cerrado de TV, En conjunto cerrado, Garaje(s), Jard°n, Parqueadero Visitantes, Porter°a / Recepci¢n, Vigilancia, Vivienda Multifamiliar, Zonas Verdes|del Sector$Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. P£blico cercano, Zona Residencial;0;0;0;VERDADERO;8/26/2020 3:38:20 PM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-3984797.aspx
296;RC Habitar Inmobiliario EU;Venta;Apartamento;Vendo apartamento en Pasadena,  dos habitaciones amplias,  estudio o tercera habitaci¢n,  dos ba§os,  cocina integral,  zona de lavander°a  excelente ubicaci¢n..;350000000;Professional;72;72;calle 113 55-42;;3;2;16 a 30 a§os;4861111.11;2;280000;Pasadena;2;2;Interiores$Calentador, Cit¢fono, Cocina Integral, Estudio, Instalaci¢n de gas, Zona de lavander°a|Exteriores$Porter°a / Recepci¢n, Vigilancia|del Sector$Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. P£blico cercano;4.697589874;-74.0658493;0;FALSO;1/9/2021 12:31:12 AM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-5971943.aspx
297;Eliana  Henao;Venta;Apartamento;Hermoso apartamento exterior reciÇn remodelado Ubicado sobre carrera en una v°a secundaria en el coraz¢n del barrio pasadena Cuenta con alcoba principal con ba§o alcoba secundaria y ba§o social con ducha Cocina tipo americana patio de ropas y balc¢n Un parqueadero y un dep¢sito grande El edificio cuenta con ascensor parqueadero de visitantes vigilancia las 24 horas y con zona de BBQ Est† ubicado cerca a supermercados panader°as y sitios de comida. Cerca a estaciones de Transmilenio.;359000000;Particular;60;60;carrera 51 # 106 - 78;60,00 m2;2;2;1 a 8 a§os;5983333.33;0;0;Pasadena;0;1;Interiores$Balc¢n, Cit¢fono, Cocina tipo Americano, Dep¢sito / Bodega, Instalaci¢n de gas, Zona de lavander°a|Exteriores$Ascensor, Circuito cerrado de TV, Garaje(s), Parqueadero Visitantes, Porter°a / Recepci¢n, Sal¢n Comunal, Terraza, Vigilancia|del Sector$Parques cercanos, Supermercados / C.Comerciales, Trans. P£blico cercano, Zona Residencial;4.695977211;-74.0610733;1;VERDADERO;1/28/2021 2:21:56 PM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-5165277.aspx
298;Century 21 Alianza Inmobiliaria;Venta;Apartamento;Este apartaestudio se encuentra ubicado cerca de la autopista norte y la calle 100. Muy amplio y de excelentes acabados tiene parqueadero cubierto y dep¢sito. El edificio tiene una terraza muy amplia prefecta para asado y reuniones..;824000000;Professional;112;112;Carrera 49 106a-15, Pasadena, Zona Noroccidente, Bogot†, Cundinamarca;112,00 m2;2;3;1 a 8 a§os;7357142.86;4;0;Pasadena;4;3;;4.695152283;-74.06005096;0;FALSO;12/24/2020 8:42:30 PM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-5500811.aspx
299;CAAL acompa§amiento inmobiliario;Venta;Apartamento;PASADENA,  NUEVO µrea:125 m2,  Piso 4 Exterior con Balc¢n y vista a Parque, Sala comedor muy amplia (con chimenea a gas),  3 Habitaciones (La Principal con su Ba§o y Vestier), 3 Ba§os incluido el social, Cocina abierta con barra, Patio de ropas independiente, 2 Parqueaderos el l°nea,  1 Deposit¢ amplio,  Zonas Comunes: Terraza Sky BBQ,  Terraza con juegos para ni§os, Sal¢n comunal, Sal¢n de juegos para ni§os Gimnasio, Teatrino, 12 parqueaderos de visitantes, Dos (2) ascensores,  Planta Electrica. Admon $691 Mil.;895000000;Professional;125;125;calle 104a  47A-06;125,00 m2;3;3;Menos de 1 a§o;7160000;4;691000;Pasadena;4;2;;4.692329884;-74.05893707;0;FALSO;1/26/2021 9:50:45 AM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-5940921.aspx
300;Doris Armirola;Venta;Apartamento;Hermoso apartamento Remodelado, 3 habitaciones grandes, la habitaci¢n principal con ba§o privado y doble lavamanos, cocina grande abierta, el patio tiene Domo, muy bien ubicado, a media cuadra de parque de Puente Largo, en calle cerrada lo que lo hace muy tranquilo, zona muy segura, el apartamento queda en un edificio de 4 apartamentos, tiene un dep¢sito en el parqueadero.;545000000;Particular;110;110;Calle 107 A No. 54-65 Apto 102;110,00 m2;3;3;16 a 30 a§os;4954545.45;2;200000;Pasadena;2;2;Interiores$Calentador, Chimenea, Cit¢fono, Cocina Integral, Dep¢sito / Bodega, Instalaci¢n de gas, Patio, Piso en Baldosa /  M†rmol, Zona de lavander°a|Exteriores$Garaje(s), Jard°n|del Sector$Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. P£blico cercano, Zona Residencial|#Apartamento#$Loft;4.695253849;-74.06484222;0;VERDADERO;2/11/2021 9:28:05 PM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-5625182.aspx
301;La Zona Finca Raiz SAS;Venta;Apartamento;Ganga! Excelente precio,  super ubicado cerca a iglesia,  supermercados,  oficinas,  zona bancaria,  transmilenio,  v°as como avenida 68,  suba,  autopista. DUPLEX 5 Y 6 PISO,  iluminado calientico,   espacios generosos se pueden remodelar  y personalizar f†cilmente. Ideal para personas que gusten de varios ambientes. El Edificio Tiene escaleras amplias y descansadas (SIN ASCENSOR). Porter°a y vigilancia 24 horas. Contactar a CLARA INES PELAEZ por whatsapp.;360000000;Professional;110;110;cra 51 103B-81;;3;3;16 a 30 a§os;3272727.27;5;485000;Pasadena;5;1;Interiores$Calentador, Cit¢fono, Cocina Integral, Dep¢sito / Bodega, Estudio, Instalaci¢n de gas, Piso en Baldosa /  M†rmol, Zona de lavander°a|Exteriores$Porter°a / Recepci¢n|del Sector$Parques cercanos, Supermercados / C.Comerciales, Trans. P£blico cercano, Zona Residencial|#Apartamento#$Duplex;4.692580223;-74.06181335;0;VERDADERO;5/27/2020 11:56:35 PM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-4878633.aspx
302;Karen Lizzeth Mora Carrillo;Venta;Apartamento;Elegante Penthouse cerca a Pasadena, con estrategica ubicaci¢n en el norte de Bogot†, cuenta con vista espectacular, iluminaci¢n privilegiada y espacios acogedores.;1150000000;Particular;168;168;Calle 102 A No. 46-12;;4;5;1 a 8 a§os;6845238.1;8;840000;Pasadena;8;3;Interiores$Balc¢n, Ba§o Auxiliar, Calentador, Chimenea, Cit¢fono, Cocina Integral, Dep¢sito / Bodega, Hall de Alcobas, Instalaci¢n de gas, Patio, Zona de lavander°a|Exteriores$Ascensor, Circuito cerrado de TV, En conjunto cerrado, Garaje(s), Gimnasio, Jard°n, Parqueadero Visitantes, Porter°a / Recepci¢n, Sal¢n Comunal, Terraza, Vigilancia, Vista panor†mica, Vivienda Multifamiliar, Zona Infantil|del Sector$Parques cercanos, Supermercados / C.Comerciales, Trans. P£blico cercano, Zona Comercial, Zona Residencial|#Apartamento#$PentHouse;4.689544201;-74.05835724;1;VERDADERO;1/30/2021 5:00:30 PM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-5463719.aspx
303;Cecilia De Castro;Venta;Apartamento;CONJUNTO CERRADO.PRIMER PISO ELEVADO. APARTAMENTO 101 DE LA PRIMERA TORRE. 3 ALCOBAS,  ESTUDIO,  SALA-COMEDOR,  COCINA INDEPENDIENTE,  PATIO DE ROPAS,  AMPLIA TERRAZA,  LA MAS GRANDE DEL CONJUNTO. GARAJE CUBIERTO Y DEP‡SITO.  3 BA•OS. AUTORIZADO EL USO DE PARQUEO DE VISITANTE PARA RESIDENTE. PISO LAMINADO EN AREA SOCIAL,  TAPETE EN ALCOBAS . EXCELENTE UBICACI‡N Y VISTA A LOS JARDINES DEL CONJUNTO QUE CUENTA CON MUCHOS JARDINES Y PARQUES INFANTILES,  SENDEROS PEATONALES. EXCELENTE ILUMINACI‡N;495000000;Particular;137;137;CRA 49 A 100 03;;3;3;16 a 30 a§os;3613138.69;1;0;Pasadena;1;1;;4.688923359;-74.06089783;0;FALSO;1/24/2021 11:14:29 PM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-5458080.aspx
304;Angela Gomez Inmuebles;Venta;Apartamento;Vendo confortable apartamento,  seguro,  c¢modo,  una alcoba,  ba§o,  sala comedor,  cocina abierta,  parqueadero,  cerca de supermercados,  centros comerciales,  Iglesia,  ubicado en v°a secundaria.  El edificio tiene ascensor,  vigilancia 24 horas. JCP.;285000000;Professional;41;41;calle 107 50;;1;1;9 a 15 a§os;6951219.51;2;335000;Pasadena;2;1;Interiores$Cocina Integral|Exteriores$Ascensor, Vigilancia|del Sector$Parques cercanos, Supermercados / C.Comerciales, Trans. P£blico cercano, Zona Residencial;4.696139812;-74.06080627;1;FALSO;10/24/2020 12:12:04 AM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-5468616.aspx
305;David  Lozano;Venta;Apartamento;Venta (negociables) o Arriendo (2450.000 admon incluida) Apartamento perfecto para estudiantes, matrimonios, padres o adultos mayores.- Apartamento en el coraz¢n del barrio Pasadena- Cerca a las estaci¢n de Transmilenio Calle 106 en la Autopista y a la estaci¢n Puente Largo en la Avenida Suba- A 3 cuadras de la Avenida Calle 100- Dos ba§os completos- 2 parqueaderos cubiertos.Para ver el apartamento en video, busca en Youtube: Venta de Apartamento en Pasadena, de los mejores Barrios de Bogot†;420000000;Particular;78;78;Carrera 53  104b - 07;74,00 m2;2;2;9 a 15 a§os;5384615.38;2;0;Pasadena;2;2;Interiores$Alarma, Balc¢n, Chimenea, Cit¢fono, Cocina Integral, Dep¢sito / Bodega, Estudio, Instalaci¢n de gas, Zona de lavander°a|Exteriores$Ascensor, En conjunto cerrado, Garaje(s), Porter°a / Recepci¢n, Sal¢n Comunal|del Sector$Parques cercanos, Sobre v°a principal, Supermercados / C.Comerciales, Trans. P£blico cercano, Zona Comercial, Zona Residencial|#Apartamento#$Loft;4.693349838;-74.06281281;1;VERDADERO;1/18/2021 5:14:54 PM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-5443901.aspx
306;C†ceres & Ferro Finca Ra°z S.A;Venta;Apartamento;Apartamento en venta barrio Pasadena,  100 m2,  vista exterior muy iluminado,  cuenta con tres habitaciones con closet,  dos ba§os,  sala comedor independiente con balc¢n,  dos ba§os con calentador completos,  cocina integral,  piso laminado,  hall,  muy acogedor con zona de lavanderia cuarto y ba§o de servicio,  deposito,  garaje doble lineal ,  el edificio cuenta sal¢n comunal, BBQ,  ascensor,  en una zona residencial tranquila,  con excelentes v°as de acceso como la autopista norte y la calle 100,  no pierdas esta gran oportunidad..;550000000;Professional;100;100;Calle 101 # 45 - 22 Apto 202 Garaje 13 Edificio Edificio Escala Real;100,00 m2;3;2;16 a 30 a§os;5500000;0;0;Pasadena;0;1;Interiores$Calentador, Closet, Cuarto de Servicio, Dep¢sito / Bodega, Hall de Alcobas, Zona de BBQ, Zona de lavander°a|Exteriores$Ascensor, En conjunto cerrado, Porter°a / Vigilancia, Sal¢n Comunal, Vigilancia privada 24*7|del Sector$Colegios / Universidades, Parques cercanos, Sobre v°a secundaria, Supermercados / C.Comerciales, Trans. P£blico cercano, Zona Residencial;4.693999767;-74.06199646;1;VERDADERO;12/9/2020 6:26:08 PM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-5383703.aspx
307;Z.L.A. GLOBAL BROKERS INMOBILIARIA;Venta;Apartamento;VENDO MODERNO APARTAMENTO EN PASADENA Sofisticado apartamento esquinero con doble entrada por carrera y calle. Ubicado en excelente zona residencial de la ciudad. Rodeado de amplias zonas verdes y sectores comerciales,  con acceso a v°as principales y de transporte p£blico. Iluminaci¢n natural e interior con claraboyas,  espacios de doble altura y chimenea. De ambiente acogedor y hogare§o para incre°bles experiencias en familia y con amigos. MMR-2873.;650000000;Professional;135;135;CARRERA 50 CON 106;;3;3;9 a 15 a§os;4814814.81;5;640000;Pasadena;5;2;Interiores$Balc¢n, Ba§o Auxiliar, Barra estilo americano, Calentador, Chimenea, Cit¢fono, Cocina Integral, Cocina tipo Americano, Dep¢sito / Bodega, Instalaci¢n de gas, Sauna / Turco / Jacuzzi, Zona de lavander°a|Exteriores$Ascensor, Cancha de Squash, Parqueadero Visitantes, Porter°a / Recepci¢n, Sal¢n Comunal, Vigilancia|del Sector$Colegios / Universidades, Parques cercanos, Sobre v°a principal, Supermercados / C.Comerciales, Trans. P£blico cercano, Zona Comercial, Zona Residencial;4.692336082;-74.05970764;1;VERDADERO;10/20/2020 7:56:11 PM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-5200648.aspx
308;G7 Inmobiliarios;Venta;Apartamento; Apartamento de 67m2,  con terraza,  2 alcobas,  2 ba§os,  cuarto de ropas,  cocina integral abierta,  parqueaderos en servidumbre,  excelentes acabados,  en una de las mejores zonas de bogota,  a 5 minutos de la estaci¢n 106 y calle 100,  2 .;450000000;Professional;67;67;pasadena;67,00 m2;2;2;1 a 8 a§os;6716417.91;4;400000;Pasadena;4;2;Interiores$Ba§o Auxiliar, Ba§o Independiente, Barra estilo americano, Calentador, Cit¢fono, Closet, Cocina Equipada, Cocina tipo Americano, Dep¢sito / Bodega, Estudio, Hall de Alcobas, Instalaci¢n de gas, Piso en Baldosa /  M†rmol, Zona de lavander°a|Exteriores$Acceso Pavimentado, Ascensor, Circuito cerrado de TV, En conjunto cerrado, Garaje / Parqueadero(s), Garaje(s), Parqueadero Visitantes, Porter°a / Recepci¢n, Vigilancia, Vista panor†mica|del Sector$Cerca de Zona Urbana, Parques cercanos, Supermercados / C.Comerciales, Trans. P£blico cercano, Zona Residencial;4.695189476;-74.06218719;1;VERDADERO;11/11/2020 10:39:43 PM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-5439679.aspx
309;HORACIO RUIZ;Venta;Apartamento;BELLISIMO y muy AMPLIO apartamento listo para habitar. Ubicado muy cerca de la autopista norte y a pocas cuadras de la calle 100, est† cerca de cl°nicas, supermercados y transporte p£blico (Transmilenio y Sitp). Muy iluminado, cuenta con hermosos acabados, hall de alcobas/estudio y sus parqueaderos son independientes. Zona muy tranquila y con muchos servicios a la mano. Elevador de autos para acceder a parqueo y terraza con una hermosa vista y barbecue. ;824000000;Particular;112;112;Carrera 49 106A-15;108,00 m2;2;3;Menos de 1 a§o;7357142.86;4;650000;Pasadena;4;3;Interiores$Calentador, Cit¢fono, Cocina tipo Americano, Dep¢sito / Bodega, Hall de Alcobas, Instalaci¢n de gas|Exteriores$Ascensor, Porter°a / Recepci¢n, Terraza, Vista panor†mica|del Sector$Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. P£blico cercano, Zona Residencial;4.695188999;-74.05999756;1;VERDADERO;12/26/2020 3:16:25 PM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-5430871.aspx
310;Engel & Volkers;Venta;Apartamento;"Edificio con la mejor ubicaci¢n y acabados; cuenta con caldera,  gimnasio,  3 terrazas y 2 salones de entrenamiento. Apartamento esquinero en tercer piso,  al ingresar encontramos a mano derecha cocina abierta con accesorios y terminados de la mejor calidad y a mano izquierda ba§o social. En la zona social encontramos sala-comedor con ventanales de techo a piso y amplio balc¢n. En el †rea privada tenemos un hall de alcobas y tres habitaciones muy iluminadas Con dos parqueaderos y dep¢sito..";888000000;Professional;125;125;Calle 104A #47A-14W-02IHU0;125,00 m2;3;3;1 a 8 a§os;7104000;0;0;Pasadena;0;2;Interiores$Balc¢n, Chimenea, Cit¢fono, Cocina tipo Americano, Dep¢sito / Bodega, Escalera de Emergencia, Hall de Alcobas, Zona de BBQ|Exteriores$Ascensor, Caldera, Garaje Cubierto, Gimnasio, Parqueadero Visitantes, Planta ElÇctrica, Porter°a / Vigilancia, Sal¢n Comunal, Sal¢n de Juegos, Vigilancia privada 24*7, Zona Infantil|del Sector$C¢modas vias de acceso, Parques cercanos, Supermercados / C.Comerciales, Trans. P£blico cercano, Zona Residencial;4.691999912;-74.05899811;1;VERDADERO;4/15/2020 4:47:51 PM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-5431458.aspx
